model,learning_rate,optimizer,dropout,batch_size,best_epoch,training_time,num_parameters,timestamp
MLP_256_128_Dropout_Gridsearch_Relu,0.005,Adam,0.3,256,19,385.3123505115509,57792,2026-01-08 20:00:52
