Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Gridsearch_64
============================================================
Date: 2026-01-08 02:13:52
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3218 (32.18%)
Meilleure loss dev: 2.2976
Temps total d'entraînement: 1180.33 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1666       0.1604       3.3724       3.0796      
2        0.2047       0.1937       3.0091       2.9139      
3        0.2309       0.2177       2.8817       2.8116      
4        0.2534       0.2347       2.7907       2.7305      
5        0.2704       0.2487       2.7146       2.6638      
6        0.2858       0.2617       2.6547       2.6100      
7        0.2971       0.2706       2.6018       2.5682      
8        0.3067       0.2765       2.5590       2.5312      
9        0.3161       0.2859       2.5213       2.4954      
10       0.3251       0.2897       2.4863       2.4649      
11       0.3328       0.2968       2.4541       2.4344      
12       0.3394       0.3008       2.4244       2.4076      
13       0.3455       0.3058       2.4014       2.3861      
14       0.3501       0.3097       2.3813       2.3694      
15       0.3551       0.3135       2.3596       2.3537      
16       0.3594       0.3158       2.3447       2.3417      
17       0.3628       0.3181       2.3311       2.3276      
18       0.3660       0.3192       2.3141       2.3167      
19       0.3701       0.3202       2.3034       2.3066      
20       0.3713       0.3218       2.2910       2.2976      
