Historique d'entraînement - CNN_32_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 15:41:23
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.4064 (40.64%)
Meilleure loss dev: 1.7666
Temps total d'entraînement: 440.25 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3384       0.3201       2.6557       2.1217      
2        0.3786       0.3529       2.0349       1.9433      
3        0.3967       0.3649       1.9209       1.8867      
4        0.4078       0.3729       1.8664       1.8589      
5        0.4178       0.3813       1.8312       1.8398      
6        0.4263       0.3861       1.8029       1.8238      
7        0.4318       0.3894       1.7809       1.8135      
8        0.4354       0.3903       1.7620       1.8073      
9        0.4418       0.3924       1.7478       1.7991      
10       0.4466       0.3946       1.7330       1.7923      
11       0.4504       0.3970       1.7221       1.7898      
12       0.4525       0.3985       1.7113       1.7874      
13       0.4559       0.3980       1.7025       1.7830      
14       0.4590       0.4008       1.6953       1.7771      
15       0.4612       0.4029       1.6889       1.7758      
16       0.4645       0.4026       1.6821       1.7733      
17       0.4657       0.4035       1.6752       1.7726      
18       0.4686       0.4041       1.6681       1.7665      
19       0.4691       0.4049       1.6631       1.7686      
20       0.4722       0.4064       1.6581       1.7666      
