Historique d'entraînement - CNN_32_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-09 07:21:22
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 17
Époques complétées: 20
Meilleure accuracy dev: 0.3281 (32.81%)
Meilleure loss dev: 2.0903
Temps total d'entraînement: 828.71 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1892       0.1821       3.3167       2.9003      
2        0.2817       0.2756       2.6887       2.4086      
3        0.3076       0.2966       2.4476       2.2567      
4        0.3232       0.3109       2.3789       2.1928      
5        0.3307       0.3162       2.3446       2.1565      
6        0.3295       0.3151       2.3292       2.1475      
7        0.3340       0.3195       2.3167       2.1320      
8        0.3328       0.3175       2.3034       2.1231      
9        0.3333       0.3186       2.3033       2.1200      
10       0.3363       0.3211       2.2946       2.1111      
11       0.3380       0.3222       2.2934       2.1041      
12       0.3383       0.3219       2.2864       2.0994      
13       0.3382       0.3201       2.2820       2.1045      
14       0.3406       0.3252       2.2769       2.0950      
15       0.3401       0.3263       2.2781       2.0924      
16       0.3421       0.3252       2.2733       2.0902      
17       0.3425       0.3281       2.2699       2.0903      
18       0.3418       0.3265       2.2693       2.0871      
19       0.3426       0.3271       2.2653       2.0826      
20       0.3427       0.3261       2.2630       2.0800      
