Historique d'entraînement - MLP_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 09:41:19
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2896 (28.96%)
Meilleure loss dev: 2.4534
Temps total d'entraînement: 525.02 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1035       0.1014       3.7013       3.5922      
2        0.1179       0.1182       3.5430       3.4101      
3        0.1303       0.1288       3.4111       3.2856      
4        0.1426       0.1393       3.3360       3.2050      
5        0.1603       0.1570       3.2728       3.1283      
6        0.1799       0.1762       3.2168       3.0560      
7        0.2002       0.1930       3.1601       2.9833      
8        0.2150       0.2063       3.1076       2.9146      
9        0.2314       0.2215       3.0597       2.8525      
10       0.2429       0.2320       3.0165       2.7983      
11       0.2524       0.2408       2.9813       2.7494      
12       0.2617       0.2489       2.9487       2.7030      
13       0.2718       0.2586       2.9154       2.6569      
14       0.2766       0.2629       2.8855       2.6175      
15       0.2853       0.2700       2.8579       2.5819      
16       0.2916       0.2741       2.8332       2.5469      
17       0.2956       0.2785       2.8137       2.5189      
18       0.3014       0.2850       2.7892       2.4929      
19       0.3066       0.2881       2.7714       2.4708      
20       0.3099       0.2896       2.7576       2.4534      
