Historique d'entraînement - MLP_512_256_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 03:36:32
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3008 (30.08%)
Meilleure loss dev: 2.3226
Temps total d'entraînement: 713.64 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1705       0.1618       3.3962       3.0855      
2        0.2038       0.1896       3.1240       2.9325      
3        0.2297       0.2136       3.0230       2.8370      
4        0.2471       0.2259       2.9540       2.7565      
5        0.2622       0.2392       2.9029       2.7047      
6        0.2719       0.2470       2.8639       2.6550      
7        0.2804       0.2526       2.8303       2.6100      
8        0.2886       0.2615       2.7955       2.5783      
9        0.2962       0.2654       2.7716       2.5450      
10       0.3044       0.2731       2.7464       2.5160      
11       0.3094       0.2762       2.7286       2.4935      
12       0.3116       0.2785       2.7119       2.4723      
13       0.3154       0.2807       2.6949       2.4531      
14       0.3201       0.2825       2.6769       2.4340      
15       0.3262       0.2900       2.6677       2.4051      
16       0.3271       0.2898       2.6501       2.3894      
17       0.3320       0.2938       2.6411       2.3744      
18       0.3325       0.2946       2.6325       2.3605      
19       0.3383       0.3001       2.6212       2.3422      
20       0.3388       0.3008       2.6092       2.3226      
