Historique d'entraînement - CNN_32_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 22:39:31
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 16
Époques complétées: 20
Meilleure accuracy dev: 0.3713 (37.13%)
Meilleure loss dev: 1.9242
Temps total d'entraînement: 1144.06 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3645       0.3430       2.3355       2.0137      
2        0.3786       0.3505       2.0228       1.9641      
3        0.3866       0.3578       1.9684       1.9456      
4        0.3940       0.3651       1.9469       1.9231      
5        0.3930       0.3649       1.9302       1.9302      
6        0.3940       0.3646       1.9235       1.9405      
7        0.3918       0.3605       1.9145       1.9586      
8        0.3980       0.3672       1.9138       1.9240      
9        0.3984       0.3652       1.9090       1.9308      
10       0.3974       0.3629       1.9078       1.9362      
11       0.3971       0.3640       1.9054       1.9397      
12       0.3987       0.3673       1.9016       1.9351      
13       0.3977       0.3671       1.8996       1.9489      
14       0.3963       0.3645       1.9019       1.9431      
15       0.4019       0.3697       1.9006       1.9269      
16       0.4058       0.3713       1.9004       1.9242      
17       0.3980       0.3624       1.9011       1.9413      
18       0.4000       0.3667       1.8980       1.9379      
19       0.3997       0.3692       1.8972       1.9364      
20       0.3960       0.3636       1.8950       1.9904      
