Historique d'entraînement - CNN_32_64_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-09 12:05:48
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3088 (30.88%)
Meilleure loss dev: 2.1519
Temps total d'entraînement: 1318.52 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2877       0.2869       2.8026       2.2657      
2        0.3026       0.2955       2.4880       2.2067      
3        0.3003       0.2909       2.4115       2.1643      
4        0.3032       0.2961       2.3728       2.1568      
5        0.3079       0.2982       2.3438       2.1625      
6        0.3075       0.2977       2.3265       2.1397      
7        0.3082       0.2990       2.3081       2.1520      
8        0.3041       0.2970       2.2964       2.1571      
9        0.3124       0.3028       2.2866       2.1367      
10       0.3060       0.2999       2.2835       2.1585      
11       0.3103       0.3008       2.2807       2.1414      
12       0.3051       0.2940       2.2751       2.1581      
13       0.3183       0.3064       2.2713       2.1280      
14       0.3126       0.3004       2.2669       2.1499      
15       0.3106       0.3008       2.2657       2.1596      
16       0.3133       0.3030       2.2653       2.1792      
17       0.3149       0.3009       2.2623       2.1474      
18       0.3149       0.3070       2.2561       2.1516      
19       0.3129       0.3047       2.2508       2.1606      
20       0.3160       0.3088       2.2482       2.1519      
