Historique d'entraînement - MLP_256_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 19:05:25
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3335 (33.35%)
Meilleure loss dev: 2.1061
Temps total d'entraînement: 285.72 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1418       0.1396       3.5070       3.2064      
2        0.1780       0.1688       3.1867       3.0597      
3        0.2020       0.1879       3.0827       2.9526      
4        0.2237       0.2087       2.9945       2.8452      
5        0.2472       0.2308       2.9136       2.7409      
6        0.2675       0.2496       2.8365       2.6400      
7        0.2843       0.2633       2.7663       2.5521      
8        0.2958       0.2753       2.7080       2.4736      
9        0.3090       0.2889       2.6556       2.4070      
10       0.3173       0.2961       2.6158       2.3531      
11       0.3246       0.3049       2.5775       2.3053      
12       0.3292       0.3093       2.5471       2.2681      
13       0.3327       0.3147       2.5214       2.2354      
14       0.3381       0.3172       2.4994       2.2085      
15       0.3422       0.3225       2.4781       2.1848      
16       0.3442       0.3233       2.4630       2.1632      
17       0.3473       0.3254       2.4460       2.1464      
18       0.3503       0.3291       2.4288       2.1310      
19       0.3518       0.3294       2.4194       2.1168      
20       0.3542       0.3335       2.4064       2.1061      
