model,learning_rate,optimizer,dropout,batch_size,best_epoch,training_time,num_parameters,timestamp
MLP_256_128_Dropout_Gridsearch_Relu,0.001,Adam,0.3,256,20,384.73985743522644,57792,2026-01-08 19:54:27
