Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_512_256
============================================================
Date: 2026-01-08 19:52:08
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 16
Époques complétées: 20
Meilleure accuracy dev: 0.3285 (32.85%)
Meilleure loss dev: 2.7316
Temps total d'entraînement: 398.70 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2309       0.2110       3.1553       2.8354      
2        0.2993       0.2573       2.7333       2.6259      
3        0.3453       0.2788       2.5148       2.5242      
4        0.3850       0.2987       2.3601       2.4539      
5        0.4163       0.3070       2.2326       2.4184      
6        0.4422       0.3125       2.1243       2.4202      
7        0.4640       0.3206       2.0284       2.4290      
8        0.4848       0.3237       1.9460       2.4511      
9        0.5033       0.3222       1.8796       2.4740      
10       0.5240       0.3229       1.8074       2.5129      
11       0.5365       0.3241       1.7467       2.5683      
12       0.5522       0.3264       1.7072       2.5907      
13       0.5656       0.3232       1.6619       2.6140      
14       0.5765       0.3235       1.6221       2.6469      
15       0.5848       0.3284       1.5825       2.7125      
16       0.5981       0.3285       1.5499       2.7316      
17       0.6052       0.3266       1.5241       2.7492      
18       0.6129       0.3238       1.4920       2.8164      
19       0.6189       0.3260       1.4629       2.8167      
20       0.6200       0.3259       1.4570       2.8565      
