model,learning_rate,optimizer,dropout,batch_size,best_epoch,training_time,num_parameters,timestamp
MLP_64_Dropout_Gridsearch_Relu,0.01,Adam,0.3,256,20,334.2445571422577,8320,2026-01-08 18:30:38
