Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Gridsearch_64
============================================================
Date: 2026-01-08 14:49:03
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 17
Époques complétées: 20
Meilleure accuracy dev: 0.3397 (33.97%)
Meilleure loss dev: 2.2236
Temps total d'entraînement: 613.84 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2049       0.1951       3.1955       2.9075      
2        0.2605       0.2413       2.8720       2.6929      
3        0.2940       0.2725       2.7203       2.5564      
4        0.3190       0.2918       2.6205       2.4654      
5        0.3356       0.3060       2.5503       2.3980      
6        0.3473       0.3163       2.4985       2.3543      
7        0.3544       0.3208       2.4577       2.3158      
8        0.3631       0.3259       2.4276       2.2904      
9        0.3677       0.3278       2.4033       2.2765      
10       0.3729       0.3336       2.3869       2.2533      
11       0.3750       0.3336       2.3678       2.2480      
12       0.3780       0.3334       2.3573       2.2444      
13       0.3819       0.3364       2.3473       2.2363      
14       0.3832       0.3340       2.3393       2.2368      
15       0.3827       0.3360       2.3278       2.2341      
16       0.3843       0.3364       2.3202       2.2295      
17       0.3883       0.3397       2.3169       2.2236      
18       0.3879       0.3367       2.3102       2.2244      
19       0.3894       0.3396       2.3072       2.2221      
20       0.3896       0.3382       2.3009       2.2224      
