Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256
============================================================
Date: 2026-01-08 07:23:02
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.2480 (24.80%)
Meilleure loss dev: 2.6957
Temps total d'entraînement: 1428.94 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1657       0.1528       3.3612       3.1135      
2        0.1910       0.1740       3.0725       2.9994      
3        0.2145       0.1905       2.9745       2.9283      
4        0.2283       0.1985       2.9118       2.8928      
5        0.2339       0.2028       2.8686       2.8669      
6        0.2452       0.2147       2.8288       2.8312      
7        0.2536       0.2169       2.7932       2.8159      
8        0.2587       0.2232       2.7691       2.7876      
9        0.2682       0.2266       2.7455       2.7717      
10       0.2744       0.2275       2.7181       2.7664      
11       0.2746       0.2291       2.7030       2.7485      
12       0.2797       0.2345       2.6801       2.7427      
13       0.2840       0.2411       2.6643       2.7171      
14       0.2864       0.2405       2.6500       2.7196      
15       0.2894       0.2405       2.6427       2.7251      
16       0.2909       0.2451       2.6360       2.7233      
17       0.2973       0.2470       2.6253       2.7026      
18       0.2960       0.2471       2.6137       2.6984      
19       0.2963       0.2480       2.6069       2.6957      
20       0.2979       0.2471       2.5952       2.6982      
