Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_512_256_128
============================================================
Date: 2026-01-08 13:05:23
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 18
Époques complétées: 20
Meilleure accuracy dev: 0.2804 (28.04%)
Meilleure loss dev: 3.4273
Temps total d'entraînement: 844.06 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1643       0.1549       3.3646       3.0573      
2        0.2272       0.2010       2.9346       2.8402      
3        0.2758       0.2270       2.7204       2.7213      
4        0.3231       0.2500       2.5327       2.6698      
5        0.3640       0.2586       2.3701       2.6531      
6        0.4017       0.2660       2.2174       2.6824      
7        0.4317       0.2727       2.0827       2.7238      
8        0.4617       0.2746       1.9671       2.7854      
9        0.4856       0.2725       1.8633       2.8589      
10       0.5089       0.2736       1.7687       2.9546      
11       0.5279       0.2758       1.6920       3.0320      
12       0.5458       0.2756       1.6234       3.0842      
13       0.5608       0.2747       1.5666       3.1698      
14       0.5777       0.2750       1.5160       3.2653      
15       0.5886       0.2778       1.4749       3.2958      
16       0.5961       0.2775       1.4314       3.3230      
17       0.6081       0.2751       1.3981       3.3959      
18       0.6211       0.2804       1.3713       3.4273      
19       0.6242       0.2787       1.3443       3.4956      
20       0.6340       0.2800       1.3242       3.4873      
