Historique d'entraînement - CNN_32_64_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-09 13:36:53
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3142 (31.42%)
Meilleure loss dev: 44.8066
Temps total d'entraînement: 1320.26 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2052       0.1943       40.1672      39.9680     
2        0.2480       0.2384       46.5581      43.9200     
3        0.2622       0.2473       48.5971      45.5246     
4        0.2893       0.2708       49.7979      40.2515     
5        0.2891       0.2662       50.6413      46.6617     
6        0.2865       0.2680       50.9190      48.8198     
7        0.3036       0.2781       51.6510      46.1965     
8        0.3040       0.2761       51.8490      48.8719     
9        0.3084       0.2801       51.7585      48.8388     
10       0.3172       0.2862       52.2103      47.1252     
11       0.3054       0.2770       52.2919      53.0432     
12       0.3359       0.2967       51.8240      45.3228     
13       0.3233       0.2905       52.2944      47.2646     
14       0.3294       0.2933       52.5281      46.9975     
15       0.3406       0.3020       52.4667      45.9307     
16       0.3371       0.2954       52.6827      47.5507     
17       0.3347       0.2981       52.6253      47.0697     
18       0.3351       0.2966       52.8294      49.9897     
19       0.3453       0.3084       52.1583      46.1247     
20       0.3551       0.3142       52.2019      44.8066     
