Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Softmax_64
============================================================
Date: 2026-01-07 15:03:25
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2068 (20.68%)
Meilleure loss dev: 3.9792
Temps total d'entraînement: 275.09 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1238       0.1151       4.0918       4.0714      
2        0.1495       0.1371       4.0578       4.0493      
3        0.1667       0.1520       4.0374       4.0345      
4        0.1786       0.1592       4.0233       4.0270      
5        0.1885       0.1658       4.0130       4.0203      
6        0.1992       0.1746       4.0048       4.0123      
7        0.2042       0.1777       3.9978       4.0087      
8        0.2097       0.1793       3.9918       4.0064      
9        0.2138       0.1832       3.9874       4.0035      
10       0.2209       0.1877       3.9825       3.9985      
11       0.2270       0.1899       3.9773       3.9957      
12       0.2318       0.1955       3.9730       3.9914      
13       0.2370       0.1974       3.9684       3.9892      
14       0.2396       0.2001       3.9656       3.9859      
15       0.2424       0.2009       3.9617       3.9857      
16       0.2449       0.2033       3.9594       3.9833      
17       0.2487       0.2030       3.9555       3.9835      
18       0.2516       0.2036       3.9533       3.9828      
19       0.2544       0.2066       3.9515       3.9801      
20       0.2573       0.2068       3.9488       3.9792      
