Historique d'entraînement - MLP_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 09:58:19
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2550 (25.50%)
Meilleure loss dev: 2.6405
Temps total d'entraînement: 512.43 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1352       0.1335       3.7437       3.4173      
2        0.1638       0.1619       3.5199       3.1901      
3        0.1901       0.1874       3.3900       3.0335      
4        0.2139       0.2078       3.3070       2.9295      
5        0.2221       0.2128       3.2553       2.8629      
6        0.2295       0.2200       3.2204       2.8526      
7        0.2348       0.2272       3.1935       2.7886      
8        0.2442       0.2355       3.1762       2.7601      
9        0.2464       0.2363       3.1523       2.7458      
10       0.2459       0.2377       3.1414       2.7368      
11       0.2483       0.2343       3.1317       2.7417      
12       0.2492       0.2378       3.1301       2.7174      
13       0.2546       0.2409       3.1176       2.6979      
14       0.2581       0.2457       3.1174       2.6832      
15       0.2581       0.2456       3.1072       2.6865      
16       0.2613       0.2495       3.1031       2.6912      
17       0.2597       0.2482       3.1024       2.6833      
18       0.2629       0.2509       3.0919       2.6782      
19       0.2663       0.2524       3.0878       2.6707      
20       0.2665       0.2550       3.0821       2.6405      
