Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_512_256
============================================================
Date: 2026-01-07 22:01:57
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3268 (32.68%)
Meilleure loss dev: 3.0253
Temps total d'entraînement: 1451.95 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2451       0.2218       3.0915       2.7793      
2        0.3227       0.2726       2.6338       2.5471      
3        0.3801       0.2950       2.3865       2.4432      
4        0.4221       0.3092       2.2010       2.4039      
5        0.4560       0.3168       2.0462       2.3978      
6        0.4882       0.3181       1.9251       2.4148      
7        0.5121       0.3223       1.8177       2.4677      
8        0.5355       0.3248       1.7326       2.4995      
9        0.5501       0.3226       1.6607       2.5388      
10       0.5692       0.3254       1.5945       2.6179      
11       0.5798       0.3239       1.5437       2.6582      
12       0.5891       0.3203       1.4974       2.6879      
13       0.6006       0.3249       1.4602       2.7385      
14       0.6096       0.3229       1.4307       2.8063      
15       0.6211       0.3258       1.4014       2.8281      
16       0.6271       0.3229       1.3741       2.8852      
17       0.6318       0.3229       1.3441       2.9294      
18       0.6411       0.3257       1.3265       2.9678      
19       0.6497       0.3246       1.3102       2.9779      
20       0.6574       0.3268       1.2917       3.0253      
