Historique d'entraînement - MLP_512_256_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 15:01:24
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 12
Époques complétées: 18
Meilleure accuracy dev: 0.1533 (15.33%)
Meilleure loss dev: 3.2048
Temps total d'entraînement: 786.73 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1306       0.1265       3.5911       3.3563      
2        0.1385       0.1361       3.4765       3.2930      
3        0.1420       0.1389       3.4539       3.2705      
4        0.1460       0.1413       3.4354       3.2560      
5        0.1445       0.1415       3.4288       3.2491      
6        0.1465       0.1409       3.4188       3.2380      
7        0.1521       0.1489       3.4103       3.2241      
8        0.1466       0.1418       3.4078       3.2196      
9        0.1568       0.1514       3.4008       3.2075      
10       0.1527       0.1463       3.3995       3.2166      
11       0.1563       0.1516       3.3977       3.2023      
12       0.1585       0.1533       3.3923       3.2048      
13       0.1528       0.1460       3.3880       3.1966      
14       0.1554       0.1509       3.3840       3.1887      
15       0.1565       0.1481       3.3895       3.1917      
16       0.1541       0.1511       3.3844       3.1873      
17       0.1580       0.1514       3.3894       3.1876      
18       0.1585       0.1533       3.3831       3.1798      
