epoch,train_loss,train_acc,val_loss,val_acc
1,4.139314563035456,0.05446869966116758,4.11829756878792,0.07023333333333333
2,4.107095402186867,0.08044770316058435,4.102581543618061,0.0846
3,4.0945937170911195,0.09280675442981726,4.093756953706133,0.09533333333333334
4,4.086154459551369,0.10265511303671611,4.08852922155502,0.09886666666666667
5,4.080680933927253,0.10766538910181636,4.084420596792342,0.10226666666666667
6,4.07674790411531,0.1112870077209354,4.081270850972927,0.1051
7,4.073782037824456,0.11391990223851581,4.078780057582449,0.10803333333333333
8,4.071287179382964,0.11630839304560352,4.076699359366234,0.1107
9,4.068852755899707,0.11941898572460145,4.074743277975854,0.1122
10,4.066813509262617,0.121302005221352,4.073183459423958,0.11326666666666667
11,4.06508235687386,0.12295173026717769,4.0718245313522665,0.11586666666666667
12,4.063492414878461,0.1250958173637727,4.0705405387472595,0.11656666666666667
13,4.061985968018392,0.12644559240126646,4.069294839209698,0.11776666666666667
14,4.060620038833021,0.12785646836638337,4.068239243487095,0.1184
15,4.0594286830525235,0.12905071376992724,4.067311385337343,0.1193
16,4.058332413074897,0.12985058045881243,4.066441724655476,0.1203
17,4.057283249321608,0.1310059434538688,4.065710528353427,0.12116666666666667
18,4.056337895762776,0.13175026384491473,4.065076869599363,0.12116666666666667
19,4.055489716160442,0.13259456757207133,4.0644700466318335,0.1222
20,4.054696263704388,0.13305004721435315,4.063938202756517,0.12246666666666667
21,4.053947909978068,0.13378881297561518,4.063482605142796,0.12303333333333333
22,4.053244851037129,0.13452757873687718,4.0630607848471785,0.12333333333333334
23,4.052591988272758,0.1352219074598678,4.0626071798040515,0.1234
24,4.051908883797673,0.1360439926678887,4.062067264191648,0.1242
25,4.051197049799081,0.1367827584291507,4.061611794410868,0.12466666666666666
26,4.050561894231768,0.13728822973948787,4.061160025698073,0.12473333333333333
27,4.049955185373031,0.1379214575348553,4.060770433507067,0.12516666666666668
28,4.049349589473233,0.13848802977281563,4.060403731528749,0.12593333333333334
29,4.048772009874627,0.13918235849580626,4.060093617946544,0.12633333333333333
30,4.048219599449304,0.13971560295506305,4.059846135403248,0.1266
31,4.047688332363148,0.14018219185691275,4.0596124983848405,0.12683333333333333
32,4.047186512936915,0.14063767149919457,4.059349079334989,0.127
33,4.046708254925986,0.14115980669888353,4.059048149433542,0.1271
34,4.0462209634435204,0.14172082430705993,4.058747186052038,0.12746666666666667
35,4.045740753687606,0.1422485141365328,4.058438758647188,0.12756666666666666
36,4.045283878281681,0.14263178359162362,4.05815434658781,0.12823333333333334
37,4.04481889698297,0.14322057434871965,4.05790819817401,0.1283
38,4.044388835448785,0.1436760539910015,4.0576995910482205,0.1285
39,4.043977590851014,0.14419818919069044,4.0575224551748725,0.12843333333333334
40,4.043560668095343,0.14464811420318835,4.057297921687999,0.12856666666666666
41,4.0431669073572545,0.1450147197689274,4.057070648923833,0.12876666666666667
42,4.042792645429328,0.14527023273898795,4.056858389428322,0.12893333333333334
43,4.042423394358404,0.14562572904515914,4.056654636910621,0.12906666666666666
44,4.042085210397554,0.14598122535133035,4.056475368459174,0.1291
45,4.0417670632560965,0.1461978559129034,4.056303284016061,0.12926666666666667
46,4.041452828416099,0.14645892351274786,4.056110342512739,0.1296
47,4.041140841522705,0.14676998278064768,4.055909083751922,0.13013333333333332
48,4.040828462348564,0.14702549575070822,4.055732981702115,0.1299
49,4.0405194947460314,0.14734766427817586,4.055600059793351,0.13006666666666666
50,4.040210752344843,0.14773648836305062,4.055463852780931,0.13026666666666667
