epoch,train_loss,train_acc,val_loss,val_acc
1,4.1224940744024385,0.06536132866744432,4.102973025236556,0.0855
2,4.090935547835794,0.09695050824862522,4.08927372574552,0.09796666666666666
3,4.079412984542901,0.10879853357773704,4.08139048481801,0.10576666666666666
4,4.072297190077314,0.11620285507970894,4.0773020067702985,0.1087
5,4.067137782911876,0.12113536632783425,4.073712845092643,0.11316666666666667
6,4.0632484367721835,0.12461256457257124,4.070779460579602,0.1166
7,4.059881043018839,0.12815641837471534,4.068141371456544,0.11943333333333334
8,4.056985042080775,0.13077264900294394,4.065957080326609,0.12063333333333333
9,4.054402332733078,0.1335277453757707,4.063680031406346,0.1232
10,4.052004591409227,0.135577403766039,4.061974393279313,0.1238
11,4.049714911759557,0.13812697883686054,4.058926228521221,0.12716666666666668
12,4.047154953841675,0.14056546131200356,4.057355552594037,0.12846666666666667
13,4.044976110438032,0.14281508637449314,4.056161232086133,0.12983333333333333
14,4.043387969659818,0.1441926345609065,4.055035074636626,0.13123333333333334
15,4.042025768922141,0.14563128367494307,4.053781438229689,0.13236666666666666
16,4.040760798637358,0.1469588401933011,4.052925059536118,0.13276666666666667
17,4.03959126130059,0.14828639671165916,4.052333233198886,0.1331
18,4.038594715162143,0.1490307171027051,4.051774440543738,0.13343333333333332
19,4.037676953693069,0.14995834027662056,4.051127484866551,0.13413333333333333
20,4.036751780948984,0.15104704771426986,4.050632338025677,0.1346
21,4.035848627554917,0.1520635449647281,4.049601267649929,0.1361
22,4.034968600932534,0.15280786535577404,4.048955541938098,0.1368
23,4.034246123646486,0.15347997555962895,4.048351480762587,0.1375
24,4.033515666245651,0.1540909848358607,4.0479239388061234,0.1378
25,4.032860566236521,0.15474643115036382,4.047502293515561,0.13846666666666665
26,4.032202377083714,0.15552963394989724,4.047005421825563,0.13853333333333334
27,4.0315576053538695,0.1562572904515914,4.046786024118029,0.1394
28,4.030981195299303,0.15685163583847136,4.046874013790952,0.13913333333333333
29,4.030463270305359,0.1573515525190246,4.0465857616619765,0.13886666666666667
30,4.0298877003520905,0.1576348386380048,4.046416958003665,0.13873333333333332
31,4.0293862079751905,0.1583291673609954,4.0461393803167445,0.13893333333333333
32,4.028792891856661,0.15885130256068433,4.046007932884606,0.1389
33,4.028341409026877,0.1595567405432428,4.0456798956084095,0.1394
34,4.02787104777666,0.15985113592179082,4.045660160497816,0.13913333333333333
35,4.027425393107265,0.16046214519802254,4.045288453732472,0.13926666666666668
36,4.0270039622486165,0.16072321279786703,4.0451565045537725,0.13956666666666667
37,4.026615651315783,0.16128978503582736,4.04512011928599,0.13976666666666668
38,4.026276227464211,0.16148419707826472,4.044933787286917,0.14043333333333333
39,4.025878949221283,0.1618063656057324,4.044838217275737,0.1404
40,4.025532682298809,0.16215075265233572,4.044507471737322,0.14026666666666668
41,4.025238862886914,0.16227295450758206,4.044254059730562,0.14083333333333334
42,4.024874803013875,0.16246736655001945,4.044473779989458,0.14026666666666668
43,4.02460032983306,0.16282286285619063,4.0441602974304,0.1409
44,4.0242837625511,0.163167249902794,4.044034464272863,0.14116666666666666
45,4.024035815280652,0.16331167027717602,4.043848637578838,0.14103333333333334
46,4.023664092449713,0.1638393601066489,4.043871489415037,0.14083333333333334
47,4.023428195996765,0.16414486474476475,4.043601887058347,0.14146666666666666
48,4.023152035960005,0.16436149530633784,4.043453277301178,0.14126666666666668
49,4.022887566443063,0.1645336888296395,4.043423918772862,0.14113333333333333
50,4.022650021401496,0.16491695828473033,4.043190561886281,0.1419
