epoch,train_loss,train_acc,val_loss,val_acc
1,4.0895883982773995,0.09622285174693107,4.0814496540565735,0.10303333333333334
2,4.073450125539341,0.1117535966227851,4.076313070142701,0.10823333333333333
3,4.069469758085284,0.1156362828417486,4.07341715826917,0.11196666666666667
4,4.068851228206132,0.11628061989668388,4.081798596931165,0.1029
5,4.067074392005467,0.11814697550408265,4.071114380730749,0.1136
6,4.065257056980764,0.11993556629450647,4.071767019056308,0.11336666666666667
7,4.0662590013125,0.11881908570793756,4.071165764001387,0.11433333333333333
8,4.0661308744646165,0.11908015330778203,4.076136015625651,0.1092
9,4.067601407248059,0.11754707548741876,4.074328377556953,0.11096666666666667
10,4.068467391287353,0.11674165416874965,4.077197801583866,0.10826666666666666
11,4.0721838896358475,0.11309781703049492,4.074688146617621,0.11066666666666666
12,4.070668976924787,0.11459756707215464,4.077993003035913,0.10736666666666667
13,4.070057734619287,0.11519191245903461,4.073791925078516,0.11163333333333333
14,4.0669625501297055,0.1183358329167361,4.074390141948708,0.1108
15,4.073200685207504,0.11207021052046881,4.077735023457866,0.1076
16,4.0726414156519475,0.11268677442648448,4.077478503875895,0.1078
17,4.074089842507139,0.11120368827417652,4.083744795337669,0.1017
