epoch,train_loss,train_acc,val_loss,val_acc
1,4.148374189707366,0.04531466977725935,4.13110585535987,0.054966666666666664
2,4.117754096334631,0.06947730933733266,4.110686330472008,0.0764
3,4.103246216069568,0.08639671165916792,4.100059978032516,0.08946666666666667
4,4.094713688574054,0.09481753041159807,4.09428181890714,0.09436666666666667
5,4.0892682752826,0.10047769816141754,4.090617248567484,0.0979
6,4.085259753194722,0.10367161028717436,4.08773127652831,0.10023333333333333
7,4.081983164630153,0.10626562239626729,4.085116798594846,0.1044
8,4.079087289896878,0.11030383824918069,4.0825967425006935,0.10626666666666666
9,4.076655568047003,0.11205354663111704,4.08050219891435,0.10783333333333334
10,4.074751570820808,0.11345331333666611,4.078881227363975,0.1092
11,4.073112040080807,0.11495306337832584,4.07746597871942,0.1105
12,4.071523866870186,0.11634727545409099,4.076061624591634,0.11146666666666667
13,4.070023774423382,0.11778592456812753,4.074766296451375,0.1126
14,4.0685769990086555,0.11904682552907848,4.073560371237286,0.11363333333333334
15,4.067210053178397,0.12041326445592401,4.07239873530501,0.11436666666666667
16,4.065923849967393,0.12189079597844804,4.071362624734135,0.11536666666666667
17,4.064754900607196,0.12321279786702216,4.070536556890455,0.1164
18,4.063691331581636,0.12425151363661611,4.069795479208736,0.1172
19,4.062709200788628,0.12515691829139589,4.0690737013089455,0.11796666666666666
20,4.0618050423535434,0.12586235627395434,4.068387209358862,0.11846666666666666
21,4.060940657149661,0.12675665166916625,4.067802352420355,0.11903333333333334
22,4.0600930117070675,0.127662056323946,4.067250259852005,0.11993333333333334
23,4.059310859577223,0.12856746097872576,4.0668185929120595,0.12026666666666666
24,4.058604637668892,0.12918402488474143,4.066464282698551,0.1208
25,4.05796230347319,0.1297561517524857,4.066135964151156,0.12076666666666666
26,4.0573719414797695,0.13052824529245124,4.065803895562382,0.12103333333333334
27,4.056796889074824,0.1310059434538688,4.065464674416235,0.1214
28,4.056209118190137,0.13155029717269345,4.065098208896185,0.1215
29,4.055612530220639,0.13219463422762873,4.064691054618965,0.1218
30,4.055037174373865,0.13285008054213188,4.064240657677085,0.1222
31,4.05447511442683,0.13344442592901185,4.063719644384869,0.12283333333333334
32,4.05392935635014,0.13402766205632394,4.063330056303639,0.1232
33,4.053403748368675,0.13463311670277175,4.062984591823513,0.12346666666666667
34,4.052903938699853,0.13496639448980727,4.062680612176152,0.12333333333333334
35,4.052083886821162,0.13574404265955675,4.061891430515354,0.1241
36,4.05120781741359,0.1366494473143365,4.061614085051973,0.1243
37,4.050727039914239,0.13719380103316114,4.061358629646948,0.12453333333333333
38,4.050289614634081,0.13762150752652336,4.061112015934314,0.12433333333333334
39,4.0498807101764465,0.13797144920291063,4.06086989984674,0.1244
40,4.049486828459934,0.13836027328778536,4.060595556841058,0.12466666666666666
41,4.049095336686481,0.1389712825640171,4.060318611435971,0.12493333333333333
42,4.04872647842223,0.13925456868299727,4.060082686149467,0.1253
43,4.048378644003109,0.13964894739765596,4.059851755530147,0.12583333333333332
44,4.048042022707787,0.1399933344442593,4.05961473917557,0.12636666666666665
45,4.047709473154762,0.1402599566738877,4.059389611422005,0.12673333333333334
46,4.047367899593982,0.14054879742265178,4.05920153553203,0.1268
47,4.0469887906854805,0.14093762150752653,4.0590369418516,0.1269
48,4.0466256043450395,0.1413542187413209,4.058850898581036,0.12713333333333332
49,4.046268687668172,0.14166527800922069,4.058618416220455,0.12743333333333334
50,4.045877108858391,0.14215964005999,4.058392496432289,0.12773333333333334
